FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID,Average
Autistica - Organisational Culture,30,43522829,2,1,1,1,4,1,1,9/14/19,2194,1.57142857142857
Autistica - Organisational Culture,30,41811454,4,1,1,1,4,4,1,9/14/19,2195,2.28571428571429
Autistica - Organisational Culture,30,40690745,4,4,4,1,1,4,1,9/14/19,2196,2.71428571428571
Autistica - Organisational Culture,30,25057429,4,1,1,1,4,1,4,9/14/19,2197,2.28571428571429
Autistica - Organisational Culture,30,39249976,1,4,4,4,1,1,1,9/14/19,2198,2.28571428571429
Autistica - Organisational Culture,30,63410382,1,4,1,4,4,1,1,9/14/19,2199,2.28571428571429
Autistica - Organisational Culture,30,61657100,2,1,1,4,1,4,4,9/14/19,2200,2.42857142857143
Autistica - Organisational Culture,30,22222222,1,1,4,1,1,4,1,9/30/19,2201,1.85714285714286
Autistica - Organisational Culture,30,11111111,1,4,1,4,4,1,4,9/30/19,2202,2.71428571428571
Autistica - Organisational Culture,30,12077101,2,1,4,1,4,4,4,9/30/19,2203,2.85714285714286
Autistica - Organisational Culture,30,38961843,1,4,4,1,4,1,4,9/30/19,2204,2.71428571428571
Autistica - Organisational Culture,30,67611589,1,1,1,1,1,4,1,9/30/19,2205,1.42857142857143
Autistica - Organisational Culture,30,32500162,1,1,4,4,1,4,1,9/30/19,2206,2.28571428571429
Autistica - Organisational Culture,30,90705766,2,4,1,4,4,4,4,9/30/19,2207,3.28571428571429
Autistica - Organisational Culture,30,46465154,1,1,1,4,4,4,4,9/30/19,2208,2.71428571428571
Autistica - Organisational Culture,30,36480781,4,1,4,1,4,4,1,9/30/19,2209,2.71428571428571
Autistica - Organisational Culture,30,86004302,2,1,4,1,1,1,1,9/30/19,2210,1.57142857142857
Autistica - Organisational Culture,30,74046800,1,4,1,4,4,4,1,9/30/19,2211,2.71428571428571
Autistica - Organisational Culture,30,67512682,1,4,4,1,4,4,1,9/30/19,2212,2.71428571428571
Autistica - Organisational Culture,30,87436666,4,1,4,1,4,1,1,9/30/19,2213,2.28571428571429
Autistica - Organisational Culture,30,28755653,1,4,1,4,1,1,4,9/30/19,2214,2.28571428571429
Autistica - Organisational Culture,30,66722819,2,4,1,4,1,1,4,9/30/19,2215,2.42857142857143
Autistica - Organisational Culture,30,65438804,2,1,1,1,1,4,1,9/30/19,2216,1.57142857142857
Autistica - Organisational Culture,30,15938146,1,4,1,4,4,4,4,9/30/19,2217,3.14285714285714
Autistica - Organisational Culture,30,37603401,4,1,4,4,1,1,1,9/30/19,2218,2.28571428571429
Autistica - Organisational Culture,30,23337145,4,4,1,1,4,1,4,9/30/19,2219,2.71428571428571
Autistica - Organisational Culture,30,99599196,1,4,1,1,4,4,1,9/30/19,2220,2.28571428571429
Autistica - Organisational Culture,30,25718877,2,4,1,1,1,4,1,9/30/19,2221,2
Autistica - Organisational Culture,30,97909632,1,1,1,1,4,1,4,9/30/19,2222,1.85714285714286
Autistica - Organisational Culture,30,40268226,1,4,4,1,4,4,4,9/30/19,2223,3.14285714285714
Autistica - Organisational Culture,30,63985686,1,1,4,1,4,1,1,9/30/19,2224,1.85714285714286
Autistica - Organisational Culture,30,63237915,1,1,4,1,1,1,4,9/30/19,2225,1.85714285714286
Autistica - Organisational Culture,30,50544037,2,1,1,1,4,1,1,9/30/19,2226,1.57142857142857
Autistica - Organisational Culture,30,14286843,4,1,1,4,1,1,4,9/30/19,2227,2.28571428571429
Autistica - Organisational Culture,30,53175760,4,1,1,1,4,1,1,9/30/19,2228,1.85714285714286
Autistica - Organisational Culture,30,56361261,2,1,4,1,1,1,4,9/30/19,2229,2
Autistica - Organisational Culture,30,66411825,1,4,4,4,4,1,1,9/30/19,2230,2.71428571428571
Autistica - Organisational Culture,30,34060153,1,4,4,1,1,1,1,9/30/19,2231,1.85714285714286
Autistica - Organisational Culture,30,11168511,1,4,4,4,4,1,1,9/30/19,2232,2.71428571428571
Autistica - Organisational Culture,30,85920205,4,1,4,4,4,4,1,9/30/19,2233,3.14285714285714
Autistica - Organisational Culture,30,83766303,4,1,1,4,1,4,1,9/30/19,2234,2.28571428571429
Autistica - Organisational Culture,30,64793738,1,1,1,4,1,1,1,9/30/19,2235,1.42857142857143
Autistica - Organisational Culture,30,59096037,4,4,1,4,4,4,1,9/30/19,2236,3.14285714285714
Autistica - Organisational Culture,30,77773077,1,4,4,1,4,1,4,9/30/19,2237,2.71428571428571
Autistica - Organisational Culture,30,47375033,1,4,1,1,4,4,1,9/30/19,2238,2.28571428571429
Autistica - Organisational Culture,30,39847852,4,4,4,1,4,1,4,9/30/19,2239,3.14285714285714
Autistica - Organisational Culture,30,68971632,1,1,1,1,4,1,4,9/30/19,2240,1.85714285714286
Autistica - Organisational Culture,30,22090963,4,1,4,4,1,1,4,9/30/19,2241,2.71428571428571
Autistica - Organisational Culture,30,60377624,2,4,4,4,1,4,1,9/30/19,2242,2.85714285714286
Autistica - Organisational Culture,30,30738880,1,1,4,4,4,4,1,9/30/19,2243,2.71428571428571
Autistica - Organisational Culture,30,86589369,1,4,4,1,1,4,4,9/30/19,2244,2.71428571428571
Autistica - Organisational Culture,30,66155821,1,1,4,1,1,4,4,9/30/19,2245,2.28571428571429
Autistica - Organisational Culture,30,61677296,2,1,4,1,4,4,1,9/30/19,2246,2.42857142857143
Autistica - Organisational Culture,30,56419454,4,4,4,4,4,1,4,9/30/19,2247,3.57142857142857
Autistica - Organisational Culture,30,86397034,1,1,4,4,4,4,4,9/30/19,2248,3.14285714285714
Autistica - Organisational Culture,30,41455969,2,4,1,4,1,4,1,9/30/19,2249,2.42857142857143
Autistica - Organisational Culture,30,23394144,4,1,1,4,4,1,4,9/30/19,2250,2.71428571428571
Autistica - Organisational Culture,30,21326904,4,4,1,1,1,4,1,9/30/19,2251,2.28571428571429
Autistica - Organisational Culture,30,44980497,2,1,1,1,1,1,1,9/30/19,2252,1.14285714285714
Autistica - Organisational Culture,30,38982647,1,1,1,4,4,1,1,9/30/19,2253,1.85714285714286
Autistica - Organisational Culture,30,80484260,1,1,1,4,4,1,1,9/30/19,2254,1.85714285714286
Autistica - Organisational Culture,30,24052776,4,1,4,1,4,1,4,9/30/19,2255,2.71428571428571
Autistica - Organisational Culture,30,70538701,4,4,4,1,1,4,4,9/30/19,2256,3.14285714285714
Autistica - Organisational Culture,30,89804580,1,4,4,1,1,4,4,9/30/19,2257,2.71428571428571
Autistica - Organisational Culture,30,17191527,2,1,1,4,4,4,4,9/30/19,2258,2.85714285714286
Autistica - Organisational Culture,30,12248148,4,4,1,1,4,4,4,9/30/19,2259,3.14285714285714
Autistica - Organisational Culture,30,14567809,1,1,4,1,1,1,1,9/30/19,2260,1.42857142857143
Autistica - Organisational Culture,30,53779464,4,1,4,4,4,4,4,9/30/19,2261,3.57142857142857
Autistica - Organisational Culture,30,97777931,1,4,4,4,4,1,1,9/30/19,2262,2.71428571428571
Autistica - Organisational Culture,30,99713717,4,4,1,1,1,1,4,9/30/19,2263,2.28571428571429
Autistica - Organisational Culture,30,93466703,1,1,1,4,1,1,4,9/30/19,2264,1.85714285714286
Autistica - Organisational Culture,30,37419497,4,4,1,4,4,1,1,9/30/19,2265,2.71428571428571
Autistica - Organisational Culture,30,35358065,2,1,4,4,1,1,4,9/30/19,2266,2.42857142857143
Autistica - Organisational Culture,30,86131995,4,1,1,1,4,1,1,9/30/19,2267,1.85714285714286
Autistica - Organisational Culture,30,57180656,2,4,1,4,4,4,1,9/30/19,2268,2.85714285714286
Autistica - Organisational Culture,30,62929404,1,1,4,4,4,1,4,9/30/19,2269,2.71428571428571
Autistica - Organisational Culture,30,30901982,1,4,4,1,4,4,4,9/30/19,2270,3.14285714285714
Autistica - Organisational Culture,30,93085379,1,4,4,1,4,1,4,9/30/19,2271,2.71428571428571
Autistica - Organisational Culture,30,77431644,2,4,4,1,4,1,4,9/30/19,2272,2.85714285714286
Autistica - Organisational Culture,30,67013133,2,4,1,4,4,4,4,9/30/19,2273,3.28571428571429
Autistica - Organisational Culture,30,13838301,1,1,4,1,4,4,4,9/30/19,2274,2.71428571428571
Autistica - Organisational Culture,30,66718298,2,4,1,1,1,1,4,9/30/19,2275,2
Autistica - Organisational Culture,30,24641611,2,1,4,1,1,4,4,9/30/19,2276,2.42857142857143
Autistica - Organisational Culture,30,67388864,1,1,4,1,4,1,1,9/30/19,2277,1.85714285714286
Autistica - Organisational Culture,30,25055544,4,1,1,4,1,4,1,9/30/19,2278,2.28571428571429
Autistica - Organisational Culture,30,24503298,1,1,4,1,4,1,4,9/30/19,2279,2.28571428571429
Autistica - Organisational Culture,30,43928283,2,1,1,4,4,1,4,9/30/19,2280,2.42857142857143
Autistica - Organisational Culture,30,19630284,2,4,1,4,1,4,4,9/30/19,2281,2.85714285714286
Autistica - Organisational Culture,30,87042105,1,4,4,4,4,1,4,9/30/19,2282,3.14285714285714
Autistica - Organisational Culture,30,71593024,4,4,1,4,1,1,1,9/30/19,2283,2.28571428571429
Autistica - Organisational Culture,30,31866214,1,1,4,4,1,4,1,9/30/19,2284,2.28571428571429
Autistica - Organisational Culture,30,97162166,4,1,1,1,1,1,1,9/30/19,2285,1.42857142857143
Autistica - Organisational Culture,30,41273901,2,1,4,4,4,4,4,9/30/19,2286,3.28571428571429
Autistica - Organisational Culture,30,43440948,1,4,4,1,1,1,1,9/30/19,2287,1.85714285714286
Autistica - Organisational Culture,30,77705205,1,1,4,4,4,1,1,9/30/19,2288,2.28571428571429
Autistica - Organisational Culture,30,58358243,1,4,1,1,4,4,4,9/30/19,2289,2.71428571428571
Autistica - Organisational Culture,30,47815963,4,4,4,4,4,1,4,9/30/19,2290,3.57142857142857
Autistica - Organisational Culture,30,69828639,1,4,1,4,4,1,4,9/30/19,2291,2.71428571428571
Autistica - Organisational Culture,30,38868666,4,1,4,4,4,4,1,9/30/19,2292,3.14285714285714
Autistica - Organisational Culture,30,72888018,1,1,1,4,4,4,1,9/30/19,2293,2.28571428571429
Autistica - Organisational Culture,30,43522829,4,4,1,1,4,1,1,9/30/19,2294,2.28571428571429
Autistica - Organisational Culture,30,41811454,2,1,4,1,4,4,1,9/30/19,2295,2.42857142857143
Autistica - Organisational Culture,30,40690745,1,4,4,1,1,1,1,9/30/19,2296,1.85714285714286
Autistica - Organisational Culture,30,25057429,1,4,4,1,4,4,4,9/30/19,2297,3.14285714285714
Autistica - Organisational Culture,30,39249976,1,1,4,1,4,1,4,9/30/19,2298,2.28571428571429
Autistica - Organisational Culture,30,63410382,1,1,1,4,4,4,1,9/30/19,2299,2.28571428571429
Autistica - Organisational Culture,30,61657100,1,1,1,4,4,4,1,9/30/19,2300,2.28571428571429
Autistica - Organisational Culture,30,22222222,2,4,4,4,4,4,1,10/1/19,2301,3.28571428571429
Autistica - Organisational Culture,30,11111111,2,1,1,4,1,4,1,10/1/19,2302,2
Autistica - Organisational Culture,30,12077101,1,1,1,1,4,1,4,10/1/19,2303,1.85714285714286
Autistica - Organisational Culture,30,38961843,4,4,4,1,1,1,1,10/1/19,2304,2.28571428571429
Autistica - Organisational Culture,30,67611589,1,4,1,1,1,4,4,10/1/19,2305,2.28571428571429
Autistica - Organisational Culture,30,32500162,4,4,4,1,4,1,1,10/1/19,2306,2.71428571428571
Autistica - Organisational Culture,30,90705766,4,4,4,4,4,1,4,10/1/19,2307,3.57142857142857
Autistica - Organisational Culture,30,46465154,1,1,4,1,4,1,1,10/1/19,2308,1.85714285714286
Autistica - Organisational Culture,30,36480781,1,1,1,4,1,4,4,10/1/19,2309,2.28571428571429
Autistica - Organisational Culture,30,86004302,2,4,4,1,1,1,4,10/1/19,2310,2.42857142857143
Autistica - Organisational Culture,30,74046800,1,4,4,1,4,4,4,10/1/19,2311,3.14285714285714
Autistica - Organisational Culture,30,67512682,2,1,1,4,1,4,1,10/1/19,2312,2
Autistica - Organisational Culture,30,87436666,1,1,4,1,1,4,4,10/1/19,2313,2.28571428571429
Autistica - Organisational Culture,30,28755653,2,4,1,4,4,4,4,10/1/19,2314,3.28571428571429
Autistica - Organisational Culture,30,66722819,1,4,4,4,1,1,4,10/1/19,2315,2.71428571428571
Autistica - Organisational Culture,30,65438804,1,1,4,4,1,4,1,10/1/19,2316,2.28571428571429
Autistica - Organisational Culture,30,15938146,1,4,1,1,4,4,1,10/1/19,2317,2.28571428571429
Autistica - Organisational Culture,30,37603401,4,1,1,1,4,1,1,10/1/19,2318,1.85714285714286
Autistica - Organisational Culture,30,23337145,1,4,4,4,1,4,4,10/1/19,2319,3.14285714285714
Autistica - Organisational Culture,30,99599196,1,1,1,1,1,4,4,10/1/19,2320,1.85714285714286
Autistica - Organisational Culture,30,25718877,4,4,1,4,4,4,4,10/1/19,2321,3.57142857142857
Autistica - Organisational Culture,30,97909632,1,4,1,4,1,4,4,10/1/19,2322,2.71428571428571
Autistica - Organisational Culture,30,40268226,4,4,1,4,1,4,4,10/1/19,2323,3.14285714285714
Autistica - Organisational Culture,30,63985686,1,4,1,4,4,4,4,10/1/19,2324,3.14285714285714
Autistica - Organisational Culture,30,63237915,2,4,1,4,4,4,1,10/1/19,2325,2.85714285714286
Autistica - Organisational Culture,30,50544037,2,1,4,1,4,4,4,10/1/19,2326,2.85714285714286
Autistica - Organisational Culture,30,14286843,1,4,4,1,1,1,1,10/1/19,2327,1.85714285714286
Autistica - Organisational Culture,30,53175760,1,1,1,1,4,1,4,10/1/19,2328,1.85714285714286
Autistica - Organisational Culture,30,56361261,1,1,4,4,4,4,1,10/1/19,2329,2.71428571428571
Autistica - Organisational Culture,30,66411825,1,1,1,1,1,4,1,10/1/19,2330,1.42857142857143
Autistica - Organisational Culture,30,34060153,1,1,1,1,1,1,1,10/1/19,2331,1
Autistica - Organisational Culture,30,11168511,1,1,4,1,4,1,4,10/1/19,2332,2.28571428571429
Autistica - Organisational Culture,30,85920205,2,1,1,1,1,4,4,10/1/19,2333,2
Autistica - Organisational Culture,30,83766303,4,1,4,1,4,1,4,10/1/19,2334,2.71428571428571
Autistica - Organisational Culture,30,64793738,4,4,1,4,4,4,1,10/1/19,2335,3.14285714285714
Autistica - Organisational Culture,30,59096037,1,4,1,4,1,4,1,10/1/19,2336,2.28571428571429
Autistica - Organisational Culture,30,77773077,2,4,4,4,4,4,4,10/1/19,2337,3.71428571428571
Autistica - Organisational Culture,30,47375033,1,1,1,4,4,4,4,10/1/19,2338,2.71428571428571
Autistica - Organisational Culture,30,39847852,4,1,4,1,4,4,4,10/1/19,2339,3.14285714285714
Autistica - Organisational Culture,30,68971632,4,4,1,4,4,4,4,10/1/19,2340,3.57142857142857
Autistica - Organisational Culture,30,22090963,1,1,4,1,4,1,4,10/1/19,2341,2.28571428571429
Autistica - Organisational Culture,30,60377624,1,4,1,1,1,4,4,10/1/19,2342,2.28571428571429
Autistica - Organisational Culture,30,30738880,1,4,1,4,1,1,4,10/1/19,2343,2.28571428571429
Autistica - Organisational Culture,30,86589369,1,4,1,1,4,1,1,10/1/19,2344,1.85714285714286
Autistica - Organisational Culture,30,66155821,4,4,1,1,4,4,1,10/1/19,2345,2.71428571428571
Autistica - Organisational Culture,30,61677296,1,1,4,4,4,4,1,10/1/19,2346,2.71428571428571
Autistica - Organisational Culture,30,56419454,1,4,1,4,1,1,1,10/1/19,2347,1.85714285714286
Autistica - Organisational Culture,30,86397034,1,1,4,1,1,4,1,10/1/19,2348,1.85714285714286
Autistica - Organisational Culture,30,41455969,1,1,4,4,1,1,1,10/1/19,2349,1.85714285714286
Autistica - Organisational Culture,30,23394144,1,4,4,4,4,1,1,10/1/19,2350,2.71428571428571
Autistica - Organisational Culture,30,21326904,1,1,4,1,1,4,1,10/1/19,2351,1.85714285714286
Autistica - Organisational Culture,30,44980497,2,1,1,4,4,1,1,10/1/19,2352,2
Autistica - Organisational Culture,30,38982647,2,1,1,4,4,4,4,10/1/19,2353,2.85714285714286
Autistica - Organisational Culture,30,80484260,1,1,1,1,4,4,1,10/1/19,2354,1.85714285714286
Autistica - Organisational Culture,30,24052776,1,4,4,1,4,1,1,10/1/19,2355,2.28571428571429
Autistica - Organisational Culture,30,70538701,1,4,1,1,1,1,4,10/1/19,2356,1.85714285714286
Autistica - Organisational Culture,30,89804580,4,1,1,4,1,4,4,10/1/19,2357,2.71428571428571
Autistica - Organisational Culture,30,17191527,1,4,4,4,1,1,1,10/1/19,2358,2.28571428571429
Autistica - Organisational Culture,30,12248148,2,4,4,1,1,4,1,10/1/19,2359,2.42857142857143
Autistica - Organisational Culture,30,14567809,1,1,4,4,4,1,1,10/1/19,2360,2.28571428571429
Autistica - Organisational Culture,30,53779464,1,4,4,1,4,4,4,10/1/19,2361,3.14285714285714
Autistica - Organisational Culture,30,97777931,1,1,4,1,1,1,4,10/1/19,2362,1.85714285714286
Autistica - Organisational Culture,30,99713717,1,4,4,4,1,1,4,10/1/19,2363,2.71428571428571
Autistica - Organisational Culture,30,93466703,4,4,4,1,1,1,4,10/1/19,2364,2.71428571428571
Autistica - Organisational Culture,30,37419497,2,1,4,4,1,4,1,10/1/19,2365,2.42857142857143
Autistica - Organisational Culture,30,35358065,1,1,4,1,1,4,4,10/1/19,2366,2.28571428571429
Autistica - Organisational Culture,30,86131995,1,4,4,1,4,1,4,10/1/19,2367,2.71428571428571
Autistica - Organisational Culture,30,57180656,2,1,4,4,1,4,4,10/1/19,2368,2.85714285714286
Autistica - Organisational Culture,30,62929404,1,1,1,1,4,4,1,10/1/19,2369,1.85714285714286
Autistica - Organisational Culture,30,30901982,4,4,4,1,4,4,4,10/1/19,2370,3.57142857142857
Autistica - Organisational Culture,30,93085379,4,1,1,4,1,1,1,10/1/19,2371,1.85714285714286
Autistica - Organisational Culture,30,77431644,1,4,1,1,1,4,4,10/1/19,2372,2.28571428571429
Autistica - Organisational Culture,30,67013133,2,1,4,1,4,4,1,10/1/19,2373,2.42857142857143
Autistica - Organisational Culture,30,13838301,1,4,4,1,4,4,4,10/1/19,2374,3.14285714285714
Autistica - Organisational Culture,30,66718298,1,4,4,1,1,4,4,10/1/19,2375,2.71428571428571
Autistica - Organisational Culture,30,24641611,4,4,1,4,4,1,1,10/1/19,2376,2.71428571428571
Autistica - Organisational Culture,30,67388864,1,4,1,1,1,4,1,10/1/19,2377,1.85714285714286
Autistica - Organisational Culture,30,25055544,1,1,4,4,4,1,1,10/1/19,2378,2.28571428571429
Autistica - Organisational Culture,30,24503298,2,4,1,4,4,1,1,10/1/19,2379,2.42857142857143
Autistica - Organisational Culture,30,43928283,1,1,4,4,1,1,1,10/1/19,2380,1.85714285714286
Autistica - Organisational Culture,30,19630284,2,4,1,1,1,1,4,10/1/19,2381,2
Autistica - Organisational Culture,30,87042105,1,4,1,1,4,1,1,10/1/19,2382,1.85714285714286
Autistica - Organisational Culture,30,71593024,1,1,4,1,1,4,1,10/1/19,2383,1.85714285714286
Autistica - Organisational Culture,30,31866214,1,1,1,4,4,1,1,10/1/19,2384,1.85714285714286
Autistica - Organisational Culture,30,97162166,4,1,4,1,4,1,4,10/1/19,2385,2.71428571428571
Autistica - Organisational Culture,30,41273901,1,1,4,1,4,4,1,10/1/19,2386,2.28571428571429
Autistica - Organisational Culture,30,43440948,1,4,1,4,4,4,4,10/1/19,2387,3.14285714285714
Autistica - Organisational Culture,30,77705205,2,1,1,1,4,4,4,10/1/19,2388,2.42857142857143
Autistica - Organisational Culture,30,58358243,1,4,1,4,4,1,4,10/1/19,2389,2.71428571428571
Autistica - Organisational Culture,30,47815963,2,1,1,4,4,1,1,10/1/19,2390,2
Autistica - Organisational Culture,30,69828639,1,1,1,4,4,1,1,10/1/19,2391,1.85714285714286
Autistica - Organisational Culture,30,38868666,1,4,4,1,1,4,4,10/1/19,2392,2.71428571428571
Autistica - Organisational Culture,30,72888018,1,1,1,1,1,1,4,10/1/19,2393,1.42857142857143
Autistica - Organisational Culture,30,43522829,1,1,4,1,1,1,4,10/1/19,2394,1.85714285714286
Autistica - Organisational Culture,30,41811454,4,1,1,4,1,4,1,10/1/19,2395,2.28571428571429
Autistica - Organisational Culture,30,40690745,4,1,1,1,1,1,4,10/1/19,2396,1.85714285714286
Autistica - Organisational Culture,30,25057429,1,4,4,4,1,4,4,10/1/19,2397,3.14285714285714
Autistica - Organisational Culture,30,39249976,2,4,4,1,4,4,4,10/1/19,2398,3.28571428571429
Autistica - Organisational Culture,30,63410382,4,1,1,4,1,4,4,10/1/19,2399,2.71428571428571
Autistica - Organisational Culture,30,61657100,1,4,4,1,4,1,4,10/1/19,2400,2.71428571428571
Autistica - Organisational Culture,30,22222222,1,1,1,1,1,1,1,10/14/19,2401,1
Autistica - Organisational Culture,30,11111111,1,4,4,4,4,1,4,10/14/19,2402,3.14285714285714
Autistica - Organisational Culture,30,12077101,4,4,1,1,4,1,1,10/14/19,2403,2.28571428571429
Autistica - Organisational Culture,30,38961843,1,4,1,1,1,4,4,10/14/19,2404,2.28571428571429
Autistica - Organisational Culture,30,67611589,2,4,4,1,1,4,4,10/14/19,2405,2.85714285714286
Autistica - Organisational Culture,30,32500162,2,4,4,4,1,4,4,10/14/19,2406,3.28571428571429
Autistica - Organisational Culture,30,90705766,1,4,4,1,1,1,1,10/14/19,2407,1.85714285714286
Autistica - Organisational Culture,30,46465154,2,1,1,1,1,1,4,10/14/19,2408,1.57142857142857
Autistica - Organisational Culture,30,36480781,1,4,1,1,4,1,1,10/14/19,2409,1.85714285714286
Autistica - Organisational Culture,30,86004302,4,4,1,4,1,1,1,10/14/19,2410,2.28571428571429
Autistica - Organisational Culture,30,74046800,1,1,1,4,4,4,1,10/14/19,2411,2.28571428571429
