FormName,FormFreq,Username,Know what is expected of you as a worker,Help build a team as a working unit,Determine what is expected of you on the job,"Know how things ""really work"" inside an organisation",Work under pressure,Master an organisation's slang and special jargon,Manage conflict among group members,Understand what all of the duties of your role entail,Solve new and difficult problems,Work under extreme cricumstances,Understand the politics in the organisation,Continue to learn once you're on the job,Develop cooperative working relationships with others,Invent new ways of doing things,Solve most problems even though no solution is immediately apparent,Find out exactly what a problem is when fist becoming aware of it,Listen effectively to gain information,Know an organisation's long-held traditions,Work well in situations that other people consider stressful,Understand the behaviour appropriate to your role,Challenge things that are done by the book,Learn from your mistakes,Solve problems no matter how complex,Coordinate tasks within you work group,Learn to improve on your past performance,Be sensitive to other's feelings and attitudes,Function well at work even when faced with personal difficulties,Concentrate on what someone is saying to you even though other things could distract you,Listen effectively to understand opposing points of view,Have the skills and abilities to do my job properly,Date,ID,Learning,Problemsolving,Pressure,Roleexpectations,Teamwork,Sensitivity,Workpolitics
Autistica - Work: Self Confidence,120,87042105,3,3,3,2,2,3,2,3,2,3,2,3,2,2,2,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,09/01/2019,2082,2.5,2.833333333,2.5,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,71593024,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2,2,3,09/01/2019,2083,2.75,2.5,2.5,2.25,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,31866214,5,2,2,3,2,3,3,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,3,2,3,3,09/01/2019,2084,2.25,2.666666667,2.5,2.75,2.25,3,2.5
Autistica - Work: Self Confidence,120,97162166,5,3,2,2,3,2,2,3,3,3,2,3,3,2,2,3,3,3,2,3,2,2,3,2,3,2,3,2,2,3,09/01/2019,2085,2.75,2.5,2.25,3,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,41273901,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,3,3,3,2,2,3,2,2,2,3,3,3,3,09/01/2019,2086,2.25,2.166666667,2.75,2,2,3,2.75
Autistica - Work: Self Confidence,120,43440948,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,2,3,2,3,2,2,3,2,09/01/2019,2087,2.5,2.833333333,2.5,2.5,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,77705205,2,2,3,2,3,3,2,3,3,2,3,2,3,3,2,2,2,3,2,3,2,2,3,3,3,2,2,3,2,2,09/01/2019,2088,2.75,2.166666667,3,2.5,2.75,2.25,2
Autistica - Work: Self Confidence,120,58358243,2,2,3,3,3,2,2,2,3,3,3,2,3,3,2,2,2,3,2,3,2,3,2,3,3,2,2,3,2,3,09/01/2019,2089,2.5,2.5,2.75,2.5,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,47815963,3,2,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,3,2,2,2,3,2,09/01/2019,2090,2.25,2.333333333,2.25,2.5,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,69828639,5,3,2,3,2,3,3,2,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,3,3,3,2,09/01/2019,2091,2,2.166666667,3,2.75,2.25,2.75,3
Autistica - Work: Self Confidence,120,38868666,3,2,3,2,3,3,3,3,3,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,09/01/2019,2092,2.5,2.333333333,2.75,3,2.5,3,2.5
Autistica - Work: Self Confidence,120,72888018,5,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,2,3,2,09/01/2019,2093,2.5,2.666666667,2.5,3.25,2.75,2.25,3
Autistica - Work: Self Confidence,120,43522829,1,3,2,2,2,2,2,3,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,2,3,2,3,09/01/2019,2094,2,2.666666667,2.25,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,41811454,1,3,2,3,2,3,3,2,2,3,2,3,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,2,2,3,09/01/2019,2095,2.25,2.833333333,2.25,1.75,2.75,2.25,3
Autistica - Work: Self Confidence,120,40690745,2,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,2,2,2,09/01/2019,2096,2.5,2.666666667,2.5,2.25,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,25057429,2,2,3,3,2,3,3,2,3,3,3,2,2,2,2,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,09/01/2019,2097,2,2.666666667,2.5,2.75,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,39249976,2,2,3,3,3,3,2,3,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,3,2,09/01/2019,2098,2.5,2.333333333,2.75,2.25,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,63410382,5,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,2,09/01/2019,2099,2.25,2.5,2.25,3,2.5,2.5,3
Autistica - Work: Self Confidence,120,61657100,2,2,3,2,2,3,3,2,3,2,3,3,2,3,2,2,2,3,2,2,3,3,3,2,2,3,3,2,2,3,09/01/2019,2100,2.5,2.166666667,2.5,2.75,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,22222222,2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,2,2,3,3,3,9/14/19,2101,2.75,2.666666667,3,2.25,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,11111111,1,2,3,2,2,3,2,2,2,3,2,3,2,3,3,2,2,2,3,2,3,3,3,2,2,3,3,2,3,2,9/14/19,2102,2.5,2.5,2.25,2.25,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,12077101,2,2,2,2,2,3,3,2,3,3,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,9/14/19,2103,2.5,2.833333333,2.25,2.5,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,38961843,2,2,3,2,2,3,3,3,3,2,3,3,2,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,3,9/14/19,2104,2.5,2.333333333,2.75,2.5,2.5,3,2.75
Autistica - Work: Self Confidence,120,67611589,1,2,3,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2,3,2,2,3,2,2,3,2,2,3,2,2,9/14/19,2105,2.25,2.666666667,2.25,2.25,2.5,2,2.75
Autistica - Work: Self Confidence,120,32500162,5,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,3,2,3,9/14/19,2106,2.75,2.5,2.75,3,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,90705766,5,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,2,2,9/14/19,2107,2.5,2.833333333,2.75,3.25,2.5,2.25,3
Autistica - Work: Self Confidence,120,46465154,5,2,2,3,3,2,2,2,2,2,3,2,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,9/14/19,2108,2.75,2.666666667,2.75,2.75,2,2.5,2.5
Autistica - Work: Self Confidence,120,36480781,5,3,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,9/14/19,2109,2.75,2.166666667,2.5,3,2.5,2.5,3
Autistica - Work: Self Confidence,120,86004302,1,3,2,3,3,2,3,2,2,2,3,3,2,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,9/14/19,2110,2.75,2.333333333,2.75,1.75,2.75,2.5,3
Autistica - Work: Self Confidence,120,74046800,3,2,3,3,3,2,2,2,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,3,2,3,3,2,3,2,9/14/19,2111,2.75,2.5,2.25,2.75,2,2.5,2.5
Autistica - Work: Self Confidence,120,67512682,2,3,2,3,3,3,3,2,3,2,2,2,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,9/14/19,2112,2.75,2.333333333,2.5,2.5,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,87436666,1,3,2,3,3,2,3,3,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,3,9/14/19,2113,2.25,2.166666667,2.25,2,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,28755653,1,3,3,3,3,2,3,2,2,3,2,2,2,2,3,3,2,2,3,3,2,3,3,2,2,3,3,2,2,2,9/14/19,2114,2.75,2.666666667,2.25,2,2.25,2.25,2.75
Autistica - Work: Self Confidence,120,66722819,3,2,3,2,3,2,3,2,2,3,2,2,2,3,2,2,3,3,2,3,3,3,2,2,2,3,3,3,3,3,9/14/19,2115,2.5,2.5,2.5,2.75,2.25,3,2.25
Autistica - Work: Self Confidence,120,65438804,2,2,3,3,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,9/14/19,2116,2.25,2.333333333,2.5,2.5,2.25,2.25,2.75
Autistica - Work: Self Confidence,120,15938146,5,3,3,2,3,3,2,2,2,3,2,2,3,2,2,3,3,2,3,2,3,3,2,3,2,3,2,2,3,2,9/14/19,2117,2.75,2.833333333,2.25,3.25,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,37603401,5,2,3,3,3,2,3,2,2,2,3,2,3,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,2,9/14/19,2118,3,2,2.75,3,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,23337145,5,3,2,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,2,2,3,2,3,9/14/19,2119,2.25,2.166666667,2.5,3,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,99599196,3,3,3,3,2,2,3,2,3,2,2,2,2,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,2,3,9/14/19,2120,2.25,2.333333333,2.25,2.75,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,25718877,1,3,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,2,3,2,2,3,9/14/19,2121,2.25,2.666666667,2.25,2,3,2.75,2.75
Autistica - Work: Self Confidence,120,97909632,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,9/14/19,2122,2.5,2.666666667,2.5,2.5,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,40268226,1,2,3,2,3,3,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,9/14/19,2123,2.75,2.666666667,3,2.25,2.75,3,2
Autistica - Work: Self Confidence,120,63985686,5,3,2,2,2,2,3,3,3,2,2,3,3,3,2,2,3,3,2,2,3,2,3,2,2,3,3,2,2,3,9/14/19,2124,2.75,2.166666667,2,3.25,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,63237915,1,2,3,2,3,2,3,2,3,3,3,2,2,2,2,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,9/14/19,2125,2.5,2.5,2.25,2.5,2,2.25,2.5
Autistica - Work: Self Confidence,120,50544037,2,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,2,9/14/19,2126,2.5,3,3,2.75,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,14286843,2,3,2,2,3,2,2,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,3,3,2,2,3,3,9/14/19,2127,2.75,3,2.25,2.25,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,53175760,3,3,2,3,2,3,3,3,2,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,2,9/14/19,2128,2.25,2.833333333,2.5,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,56361261,3,3,2,3,3,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,2,9/14/19,2129,2.5,2.333333333,2.5,2.75,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,66411825,1,2,3,2,3,2,3,2,3,3,2,2,2,3,2,3,3,2,2,3,3,2,3,3,2,2,2,3,3,2,9/14/19,2130,2.5,2.666666667,2.5,2.5,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,34060153,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,2,2,9/14/19,2131,2.75,2.833333333,2.5,3,2.75,2,2.75
Autistica - Work: Self Confidence,120,11168511,1,3,2,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,9/14/19,2132,2.5,2.333333333,2.5,2,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,85920205,1,3,3,3,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,9/14/19,2133,2.25,2.166666667,2.5,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,83766303,3,3,2,3,2,2,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,2,3,9/14/19,2134,2.5,2.5,2.75,2.5,2.75,2.5,3
Autistica - Work: Self Confidence,120,64793738,2,3,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,3,2,3,3,3,3,2,3,9/14/19,2135,2.75,2.5,2.25,2.5,3,2.5,2.5
Autistica - Work: Self Confidence,120,59096037,2,2,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,9/14/19,2136,3,2.666666667,2.5,2.75,2.75,2.5,3
Autistica - Work: Self Confidence,120,77773077,2,2,2,3,2,2,2,2,3,3,2,2,2,2,3,2,3,3,2,2,2,2,3,2,2,3,3,2,2,3,9/14/19,2137,2.5,2.5,2,2.25,2,2.75,2.25
Autistica - Work: Self Confidence,120,47375033,2,3,3,2,2,3,2,2,2,2,3,2,2,3,2,3,3,2,3,3,3,2,3,2,2,2,2,3,3,2,9/14/19,2138,2.25,2.333333333,3,2.5,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,39847852,1,3,2,2,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,9/14/19,2139,2.75,2.5,2.5,2,2.5,2.5,2
Autistica - Work: Self Confidence,120,68971632,2,2,3,3,2,3,2,2,2,3,3,2,3,2,2,3,3,2,2,2,2,2,3,2,2,3,2,3,2,2,9/14/19,2140,2.75,2.5,2.75,2.25,2,2,2.25
Autistica - Work: Self Confidence,120,22090963,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,3,2,3,3,2,2,3,2,3,2,2,2,3,2,2,9/14/19,2141,2,2.666666667,2.5,2.5,2.5,2.25,3
Autistica - Work: Self Confidence,120,60377624,5,3,2,3,2,2,3,3,2,2,2,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,2,3,3,3,9/14/19,2142,2.75,2.5,2.25,3,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,30738880,2,3,2,2,2,3,2,2,3,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,3,2,3,2,3,2,9/14/19,2143,2.25,2.333333333,2.75,2.5,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,86589369,2,3,2,3,2,2,2,3,3,2,2,2,3,2,3,3,3,2,3,3,2,3,2,3,3,2,2,3,3,2,9/14/19,2144,2.25,2.833333333,2.5,2.25,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,66155821,5,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,2,2,2,2,3,3,2,2,3,3,3,2,2,3,9/14/19,2145,2.5,2.5,2,3,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,61677296,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,3,3,2,2,2,3,3,2,3,2,9/14/19,2146,2.5,2.666666667,2,2.25,2,2.5,2
Autistica - Work: Self Confidence,120,56419454,5,2,2,2,3,2,2,3,3,3,3,2,2,3,3,2,2,3,2,3,2,3,3,3,3,2,2,2,3,3,9/14/19,2147,2.5,2.666666667,2.5,3,2.75,2.75,2
Autistica - Work: Self Confidence,120,86397034,5,2,3,3,3,3,2,2,2,3,2,2,3,2,2,3,3,3,2,3,2,3,3,2,2,2,3,2,2,3,9/14/19,2148,2.75,2.666666667,2.5,3,2,2.75,2.25
Autistica - Work: Self Confidence,120,41455969,1,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,3,2,3,9/14/19,2149,2.25,2.5,2.25,2.25,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,23394144,5,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,9/14/19,2150,2.5,2.166666667,2.5,2.75,2.75,2.25,2
Autistica - Work: Self Confidence,120,21326904,1,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,9/14/19,2151,2.25,2.333333333,2.25,2.25,2.5,2,2.75
Autistica - Work: Self Confidence,120,44980497,2,2,3,2,2,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,9/14/19,2152,2.5,2.333333333,2.25,2.25,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,38982647,2,2,3,3,3,3,2,3,2,3,2,3,2,2,2,3,3,2,3,2,2,2,2,2,3,2,2,3,2,2,9/14/19,2153,2.25,2.5,2.5,2.25,2.5,2,2.75
Autistica - Work: Self Confidence,120,80484260,1,3,3,3,3,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,9/14/19,2154,2.5,2.666666667,2.5,2,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,24052776,3,3,3,2,3,2,2,2,3,3,3,2,3,2,3,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,9/14/19,2155,2.75,2.333333333,2.5,2.75,2.5,3,2.25
Autistica - Work: Self Confidence,120,70538701,1,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,2,2,3,9/14/19,2156,2.25,2.333333333,2.75,2,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,89804580,5,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,2,2,3,3,2,2,3,3,3,3,2,3,3,3,9/14/19,2157,2.5,2.5,2.5,2.75,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,17191527,1,2,3,2,3,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,3,3,2,2,2,3,2,2,2,9/14/19,2158,2.5,2.666666667,2.75,2.25,2.5,2.5,2
Autistica - Work: Self Confidence,120,12248148,2,2,2,3,3,3,3,3,2,2,3,3,2,3,3,2,3,2,2,2,2,3,2,2,3,2,3,2,2,3,9/14/19,2159,2.25,2.5,2.5,2,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,14567809,3,2,3,2,2,3,3,2,2,2,3,3,3,3,2,2,3,3,3,2,3,3,3,2,2,3,2,3,2,3,9/14/19,2160,2.75,2.333333333,2.75,2.75,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,53779464,3,2,2,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,2,3,2,3,3,2,3,3,3,9/14/19,2161,2.75,2.5,2.75,2.5,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,97777931,3,2,3,2,2,3,3,2,3,3,2,2,2,2,3,3,2,2,2,3,2,3,2,2,3,2,3,3,2,3,9/14/19,2162,2,2.666666667,2.75,2.75,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,99713717,5,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,2,2,3,3,2,2,9/14/19,2163,2.5,2.666666667,2.5,3.25,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,93466703,3,2,2,2,3,2,3,2,2,2,3,2,2,2,3,3,3,2,2,3,3,3,2,2,3,2,3,2,3,2,9/14/19,2164,2.25,2.666666667,2.5,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,37419497,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,9/14/19,2165,2,2.5,2.5,2.75,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,35358065,1,2,3,3,2,3,2,3,2,3,2,2,2,3,2,3,2,3,3,2,3,2,3,3,2,3,3,2,3,3,9/14/19,2166,2.5,2.5,2.25,2.25,2.5,3,2.5
Autistica - Work: Self Confidence,120,86131995,5,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,2,3,2,2,2,2,9/14/19,2167,2.75,2.833333333,2.5,3.5,2.25,2,2.75
Autistica - Work: Self Confidence,120,57180656,2,2,2,2,3,3,2,3,3,2,3,2,2,2,3,3,2,3,2,2,3,2,3,2,2,3,2,3,3,3,9/14/19,2168,2.75,2.333333333,2.75,2.5,2.25,2.75,2
Autistica - Work: Self Confidence,120,62929404,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2,2,9/14/19,2169,2.25,2.5,2.5,2.5,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,30901982,2,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,3,3,2,3,3,3,2,3,2,3,3,2,2,3,9/14/19,2170,2.5,2.666666667,2.5,2.5,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,93085379,2,2,2,3,3,3,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,3,3,3,2,2,3,2,3,9/14/19,2171,2.5,2.333333333,2.5,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,77431644,5,3,3,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,9/14/19,2172,2.5,2.666666667,2.75,3.25,2.5,2.5,2
Autistica - Work: Self Confidence,120,67013133,1,3,2,2,3,2,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,3,2,3,2,2,3,3,3,3,9/14/19,2173,2.5,2.666666667,2.75,2.25,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,13838301,3,3,3,2,3,3,2,3,3,2,2,3,3,2,2,3,2,2,2,3,3,3,2,3,3,3,2,2,3,2,9/14/19,2174,2.75,2.5,2.5,3,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,66718298,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,9/14/19,2175,2.5,2.5,2.75,2.25,3,3,3
Autistica - Work: Self Confidence,120,24641611,2,3,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,2,3,3,2,3,3,9/14/19,2176,2.5,2.5,2.5,2.5,2.25,2.75,2.25
Autistica - Work: Self Confidence,120,67388864,3,3,3,3,2,2,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,2,3,3,3,9/14/19,2177,2.5,2.666666667,2.75,3,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,25055544,5,3,2,2,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,9/14/19,2178,2.5,2.666666667,2.5,3,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,24503298,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,3,2,3,9/14/19,2179,3,2.666666667,2.75,2.25,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,43928283,1,2,3,2,3,2,2,2,3,2,2,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,3,2,2,3,9/14/19,2180,2.5,2.333333333,2,2.5,2,2.75,2.25
Autistica - Work: Self Confidence,120,19630284,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,3,2,3,2,3,3,2,2,2,9/14/19,2181,2.5,2.833333333,2.25,2.25,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,87042105,3,2,2,2,2,3,3,3,2,3,3,2,2,2,3,2,3,2,2,3,2,2,3,3,2,3,2,3,3,2,9/14/19,2182,2.5,2.666666667,3,2.25,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,71593024,2,3,2,3,3,3,2,3,2,3,2,3,2,2,2,3,3,2,2,3,3,3,2,3,2,3,2,3,3,2,9/14/19,2183,2.5,2.833333333,2.75,2.25,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,31866214,5,2,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,9/14/19,2184,2.5,2.833333333,2.25,3,2.5,2,2.5
Autistica - Work: Self Confidence,120,97162166,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3,3,3,3,2,3,9/14/19,2185,2.25,2.333333333,2.5,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,41273901,3,2,2,2,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,3,9/14/19,2186,2.25,2.166666667,2.75,2.5,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,43440948,3,2,2,2,2,3,3,2,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,2,3,3,2,3,3,3,9/14/19,2187,2.5,2.666666667,2.75,2.5,2.25,2.75,2.25
Autistica - Work: Self Confidence,120,77705205,2,2,2,3,2,2,3,3,3,3,3,2,2,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,2,2,9/14/19,2188,2.25,2.666666667,2.5,2.5,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,58358243,5,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,3,3,2,3,3,3,2,2,2,3,2,3,3,9/14/19,2189,2.75,2.666666667,2,3.25,2.25,3,2.25
Autistica - Work: Self Confidence,120,47815963,3,3,3,2,3,2,3,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,2,2,3,3,2,3,2,3,9/14/19,2190,2.5,2.333333333,2.5,2.75,3,2.5,2.5
Autistica - Work: Self Confidence,120,69828639,1,3,3,2,3,2,3,3,2,2,2,3,3,2,2,3,3,2,3,2,3,3,3,2,2,2,2,3,3,3,9/14/19,2191,2.75,2.5,2.25,2.25,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,38868666,5,2,2,2,2,3,3,2,3,3,2,2,2,3,2,3,2,3,2,2,3,3,3,3,3,3,3,2,2,2,9/14/19,2192,2.5,2.666666667,2.25,3.25,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,72888018,1,3,3,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,3,2,2,3,2,2,3,3,2,3,2,2,9/14/19,2193,2.25,2.666666667,2.25,2.25,2.75,2,2.5
Autistica - Work: Self Confidence,120,43522829,1,3,2,2,3,2,2,3,3,3,2,3,3,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,2,9/14/19,2194,2.75,2.333333333,2.5,2,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,41811454,5,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,2,9/14/19,2195,2.5,2.333333333,2.5,3,2,2.25,2.25
